Time,Active_Flows,Hit_Rate
0,0,1.0
100,69,0.8413793103448276
200,115,0.8648648648648649
300,166,0.8391304347826087
400,163,0.8468085106382979
500,157,0.841952353282975
600,169,0.8309859154929577
700,161,0.8420146362462333
800,128,0.848613251155624
900,86,0.8505415162454874
1000,81,0.8562091503267973
1100,88,0.8620792374143581
1200,197,0.8543258565442445
1300,215,0.8556653642840726
1400,147,0.8571738188123104
1500,124,0.8561020036429873
1600,119,0.8581684128831976
1700,92,0.8596852753840389
1800,85,0.8654839820874957
1900,107,0.8642117376294591
2000,118,0.8657981478574792
2100,99,0.8645141356403522
2200,111,0.8636498077491866
2300,149,0.8587174348697395
2400,180,0.8558819473176114
2500,161,0.8515342355621064
2600,169,0.8506840390879479
2700,134,0.8508491891201635
2800,123,0.8485263026986694
2900,121,0.8486714975845411
3000,118,0.8482986767485823
3100,119,0.8492108550017032
3200,139,0.8469229060208843
3300,131,0.846087050906328
3400,127,0.8518061129978388
3500,121,0.8563179015366545
3600,127,0.8575892434428558
3700,101,0.8756827260128801
3800,90,0.8798323241732651
3900,127,0.87910930564959
4000,147,0.8841177704734596
4100,122,0.8890643505724437
4200,99,0.8911966463414634
4300,109,0.8897445529676935
4400,118,0.8890471178255216
4500,176,0.8859080724277841
4600,142,0.8866151100535395
4700,79,0.8857599242737976
4800,69,0.8863795518207283
4900,76,0.8854780899525957
5000,84,0.8850436179981634
5100,79,0.8848176517663199
5200,67,0.8840340909090909
5300,94,0.8824889992101997
5400,95,0.8820868010947885
5500,81,0.8818740654593786
5600,95,0.8802137858835197
5700,97,0.879744066498961
5800,108,0.8786470715366328
5900,109,0.8785031762130999
6000,91,0.8779815541185201
6100,82,0.877360972273373
6200,78,0.8773992197659298
6300,105,0.8767833316227035
6400,132,0.8756002628519436
6500,135,0.8758916546116626
6600,107,0.8762759504906553
6700,87,0.8770061278085789
6800,68,0.8778571086300254
6900,89,0.8767657550535077
7000,103,0.8762476938360376
7100,83,0.876048242721191
7200,82,0.8752753691117882
7300,76,0.8752152664649756
7400,74,0.875472393769011
7500,74,0.8751201647974365
7600,88,0.874557180488691
7700,92,0.8746677478938595
7800,87,0.8743347793032512
7900,98,0.873638828392373
8000,89,0.873949209981955
8100,74,0.8735169213256863
8200,75,0.8734353268428373
8300,75,0.8735468871092741
8400,117,0.8724318346165298
8500,123,0.872250601595812
8600,117,0.8720442730169378
8700,104,0.8713644673425295
8800,81,0.8710879284649776
8900,57,0.8709371390859594
9000,53,0.8708391550916413
9100,65,0.8701006464282792
9200,87,0.8697806661251015
9300,101,0.869218372280419
9400,99,0.8691514036631208
9500,88,0.8690244387045499
9600,94,0.868479204482677
9700,105,0.8682164485251026
9800,105,0.8683822387827977
9900,53,0.8685297409966418
10000,89,0.8677704955731862
10100,88,0.8678167485433566
10200,99,0.8673782218689678
10300,87,0.8678374423055274
10400,120,0.8667933527088457
10500,109,0.8671705069124424
10600,93,0.8676002778895023
10700,84,0.8676716309480567
10800,85,0.8675259965337955
10900,79,0.8673884113225192
11000,111,0.8658728455982264
11100,129,0.8651705373973041
11200,93,0.8651538216447764
11300,83,0.8652631578947368
11400,76,0.8653624856156502
11500,64,0.8653605669028762
11600,73,0.8653064038050596
11700,90,0.8648259797204714
11800,100,0.8646514161220044
11900,83,0.8645504798724862
12000,88,0.8640013495276653
12100,86,0.8638759273557354
12200,108,0.8624640876595177
12300,140,0.8613640896097853
12400,142,0.8614692851947365
12500,100,0.86172726079538
12600,86,0.8620678440173025
12700,82,0.8621158641235711
12800,83,0.8617967390603853
12900,91,0.86128317873993
13000,100,0.8607157706207823
13100,97,0.8605043085630704
13200,116,0.860329929300864
13300,115,0.8602681501390755
13400,103,0.8603463311324281
13500,110,0.8594852122262097
13600,129,0.8593471992146757
13700,119,0.8594044936978628
13800,142,0.8587567208361022
13900,141,0.8585794908741594
14000,137,0.8582287536888544
14100,140,0.8574986657178438
14200,150,0.8569621370362743
14300,183,0.8561637843040042
14400,150,0.8572946887656909
14500,176,0.857427376447492
14600,131,0.8584671738517893
14700,92,0.858847196222514
14800,104,0.8586304565144952
14900,101,0.8598456764697806
15000,102,0.8594459955110308
15100,127,0.8586343192040343
15200,144,0.8582775016209206
15300,162,0.8581244296526921
15400,165,0.8580061227206176
15500,151,0.8584077813606809
15600,158,0.8587820177731312
15700,146,0.8589410848689333
15800,135,0.8590479623098113
15900,138,0.8588760356016107
16000,136,0.8587839731017092
16100,114,0.8589636386671734
16200,103,0.8588143131507127
16300,127,0.8578355021856001
16400,150,0.8575353414256457
16500,130,0.8576728667114862
16600,83,0.8576004370065055
16700,78,0.857587817961585
16800,91,0.8579443831924538
16900,92,0.8583361745652915
17000,86,0.8586298717017671
17100,86,0.8588458672819478
17200,100,0.8592546672706898
17300,83,0.8596353981461726
17400,83,0.8590959623435911
17500,66,0.8592555901500142
17600,58,0.8590009425070688
17700,87,0.8583329422255597
17800,100,0.8581517163969694
17900,108,0.8579317736974555
18000,95,0.8574714245887929
18100,97,0.8572948714982997
18200,106,0.8573724940868487
18300,157,0.8567452259816112
18400,138,0.8574563884426545
18500,127,0.8582811101163832
18600,101,0.8588420655526707
18700,103,0.858758060242028
18800,102,0.8587785420741489
18900,76,0.8591429133944393
19000,74,0.8593468199300319
19100,72,0.8600801758696496
19200,103,0.8603757472245943
